alpha,beta,gamma,conf_no,rmsd1,rmsd2
97.0,20.6,-32.9,8636,0.44,0.76
22.0,27.1,55.9,8637,0.44,0.48
79.6,88.1,-45.9,8638,0.69,0.49
42.3,37.0,57.0,8639,0.45,0.53
-72.2,10.1,101.9,8640,0.44,0.5
29.8,33.2,42.3,8641,0.45,0.48
62.5,16.9,-11.5,8642,0.44,0.59
30.4,18.7,55.7,8643,0.44,0.52
40.3,33.1,47.3,8644,0.44,0.49
98.4,-54.5,-53.9,8645,0.45,0.67
67.2,20.1,-0.9,8646,0.44,0.62
47.9,23.4,44.0,8647,0.44,0.63
14.8,34.6,87.9,8648,0.45,0.48
-0.5,16.4,82.9,8649,0.44,0.52
110.3,-5.7,-57.7,8650,0.44,0.8
46.5,17.4,8.9,8651,0.44,0.51
31.4,27.2,61.9,8652,0.44,0.48
19.4,33.9,90.5,8653,0.45,0.49
-29.7,42.9,127.5,8654,0.44,0.49
-44.0,45.4,83.5,8655,0.44,0.49
-41.3,24.0,119.4,8656,0.44,0.54
17.6,23.0,47.5,8657,0.44,0.71
37.9,13.6,23.6,8658,0.44,0.49
78.2,28.1,4.7,8659,0.44,0.51
44.0,24.7,32.0,8660,0.44,0.52
34.7,32.1,41.5,8661,0.44,0.48
83.1,38.6,-12.7,8662,0.44,0.7
-3.1,33.6,102.1,8663,0.67,0.48
79.9,32.3,-13.9,8664,0.44,0.72
23.3,18.4,59.2,8665,0.44,0.52
13.9,31.2,97.2,8666,0.44,0.49
41.8,25.3,58.8,8667,0.45,0.48
-45.0,6.8,65.3,8668,0.44,0.5
27.4,22.8,53.5,8669,0.44,0.48
129.7,-49.3,-39.4,8670,0.44,0.48
-8.0,32.8,104.9,8671,0.44,0.52
55.6,12.7,-6.4,8672,0.44,0.7
32.2,17.0,39.1,8673,0.44,0.68
0.2,38.1,97.9,8674,0.44,0.49
57.6,18.0,19.2,8675,0.44,0.54
83.5,36.2,-8.3,8676,0.45,0.69
61.0,18.1,-6.3,8677,0.44,0.61
-7.2,19.9,93.7,8678,0.44,0.5
-2.1,124.9,-70.6,8679,0.7,0.5
59.4,35.5,31.6,8680,0.57,0.48
73.6,20.4,2.6,8681,0.44,0.61
-0.7,21.8,89.6,8682,0.44,0.67
15.0,60.8,30.8,8683,0.44,0.51
3.7,16.2,80.5,8684,0.44,0.49
-31.5,23.8,130.2,8685,0.45,0.48
59.6,19.8,11.9,8686,0.44,0.69
11.8,23.7,85.6,8687,0.44,0.48
-45.4,48.0,50.1,8688,0.44,0.6
48.3,32.4,52.3,8689,0.44,0.49
40.6,20.0,32.8,8690,0.44,0.48
64.5,27.3,21.4,8691,0.44,0.49
21.0,30.7,86.2,8692,0.45,0.49
64.6,23.0,26.5,8693,0.65,0.48
36.2,35.4,56.3,8694,0.59,0.51
26.6,26.2,70.7,8695,0.5,0.56
56.3,18.0,18.4,8696,0.44,0.69
65.3,22.8,1.6,8697,0.44,0.75
-18.3,58.8,99.9,8698,0.71,0.53
58.2,28.2,35.1,8699,0.44,0.49
79.3,21.8,-0.8,8700,0.44,0.59
80.9,23.0,4.3,8701,0.44,0.48
38.3,27.5,26.1,8702,0.44,0.49
75.2,32.1,6.6,8703,0.44,0.48
25.8,38.5,72.9,8704,0.45,0.49
37.7,20.1,35.6,8705,0.44,0.48
-4.7,92.2,1.2,8706,0.44,0.48
36.9,25.8,54.4,8707,0.45,0.48
53.1,24.1,38.3,8708,0.44,0.5
-37.9,39.4,133.8,8709,0.44,0.55
93.4,37.4,-0.7,8710,0.57,0.5
16.3,30.2,84.1,8711,0.45,0.62
24.5,25.5,69.2,8712,0.44,0.48
53.7,24.4,48.9,8713,0.44,0.48
24.7,36.6,70.0,8714,0.45,0.48
18.8,25.1,49.5,8715,0.45,0.49
25.1,35.0,63.9,8716,0.44,0.48
75.1,37.6,8.7,8717,0.45,0.48
23.4,12.2,49.8,8718,0.44,0.69
15.9,30.0,76.6,8719,0.45,0.54
18.6,26.1,71.2,8720,0.44,0.5
1.6,8.5,63.2,8721,0.44,0.49
24.4,29.8,66.3,8722,0.45,0.48
11.6,43.0,33.9,8723,0.44,0.51
15.1,21.5,83.3,8724,0.44,0.63
-36.4,23.4,101.4,8725,0.44,0.66
78.0,22.9,2.1,8726,0.44,0.5
78.3,48.0,2.8,8727,0.47,0.48
84.1,22.3,-20.2,8728,0.44,0.62
55.5,33.7,37.9,8729,0.45,0.5
-43.4,49.1,135.7,8730,0.44,0.6
-3.8,15.7,84.5,8731,0.44,0.54
33.3,15.9,42.3,8732,0.44,0.49
13.6,18.9,71.5,8733,0.73,0.61
31.8,17.3,42.5,8734,0.45,0.48
5.5,31.7,102.9,8735,0.45,0.48
104.1,28.6,-58.9,8736,0.48,0.61
15.4,12.5,58.4,8737,0.44,0.75
12.9,21.9,62.9,8738,0.72,0.48
9.4,17.2,73.4,8739,0.44,0.5
25.7,23.5,50.8,8740,0.45,0.5
16.8,20.6,78.4,8741,0.44,0.48
-1.3,20.7,82.2,8742,0.44,0.5
48.7,22.4,18.1,8743,0.66,0.49
64.2,33.5,34.4,8744,0.44,0.5
71.2,20.7,-10.0,8745,0.44,0.65
-2.5,27.7,60.3,8746,0.44,0.49
53.0,17.9,17.4,8747,0.44,0.49
58.5,24.6,37.3,8748,0.44,0.48
61.2,21.2,14.1,8749,0.44,0.69
75.7,20.4,3.5,8750,0.44,0.62
-74.0,48.7,84.1,8751,0.44,0.69
15.0,18.0,64.8,8752,0.44,0.49
-18.4,24.4,87.7,8753,0.45,0.52
62.9,69.3,-7.4,8754,0.57,0.48
60.9,26.0,25.0,8755,0.44,0.48
46.4,28.5,38.9,8756,0.44,0.48
-3.2,13.3,61.6,8757,0.44,0.64
21.0,28.4,79.9,8758,0.61,0.48
28.0,32.2,67.6,8759,0.44,0.48
69.5,24.2,-19.3,8760,0.44,0.66
-49.2,45.1,126.6,8761,0.45,0.5
26.4,15.0,30.9,8762,0.44,0.5
68.0,24.2,4.5,8763,0.44,0.5
37.3,21.6,57.6,8764,0.44,0.48
48.3,21.2,11.5,8765,0.44,0.59
30.4,32.1,67.1,8766,0.72,0.5
6.9,28.0,80.0,8767,0.45,0.5
26.7,22.0,60.9,8768,0.44,0.52
-10.9,27.6,99.6,8769,0.44,0.69
42.4,26.3,34.1,8770,0.44,0.49
14.3,30.5,86.4,8771,0.45,0.5
26.8,15.8,32.9,8772,0.44,0.48
35.1,36.1,54.0,8773,0.44,0.51
-25.0,31.7,121.9,8774,0.44,0.51
52.5,19.7,12.0,8775,0.66,0.48
52.6,22.3,9.5,8776,0.44,0.5
66.4,28.1,22.4,8777,0.44,0.48
-7.5,25.1,96.1,8778,0.67,0.48
46.8,26.3,50.0,8779,0.45,0.48
59.5,36.2,28.6,8780,0.45,0.51
27.8,28.4,65.1,8781,0.45,0.48
-30.1,45.9,40.5,8782,0.44,0.48
28.0,29.6,62.0,8783,0.45,0.63
41.8,39.9,19.7,8784,0.45,0.5
31.4,27.8,53.2,8785,0.44,0.48
-51.8,64.7,75.1,8786,0.44,0.48
43.1,31.2,55.2,8787,0.44,0.48
13.0,49.5,74.5,8788,0.44,0.59
73.0,26.2,-0.8,8789,0.44,0.65
16.6,28.8,70.4,8790,0.7,0.49
72.4,69.6,15.4,8791,0.49,0.48
33.5,35.1,52.2,8792,0.44,0.49
40.4,20.0,46.4,8793,0.66,0.48
-8.8,19.6,74.5,8794,0.44,0.49
2.0,16.3,85.1,8795,0.44,0.5
-29.3,22.5,108.8,8796,0.44,0.49
-13.3,18.7,98.9,8797,0.44,0.49
38.3,22.0,28.3,8798,0.44,0.49
25.1,25.0,68.1,8799,0.44,0.58
73.9,26.7,-6.5,8800,0.44,0.67
69.2,37.5,14.0,8801,0.57,0.48
45.6,21.6,20.3,8802,0.44,0.49
-1.3,38.7,86.8,8803,0.7,0.58
31.4,59.5,22.4,8804,0.44,0.49
67.1,32.1,30.9,8805,0.44,0.48
-13.1,46.1,97.5,8806,0.44,0.6
16.3,27.8,67.9,8807,0.44,0.51
87.9,24.8,-23.7,8808,0.45,0.56
24.8,46.7,41.8,8809,0.49,0.51
15.5,33.6,87.5,8810,0.45,0.48
28.4,39.2,49.5,8811,0.45,0.48
7.6,28.1,74.5,8812,0.44,0.49
59.3,11.1,-15.1,8813,0.44,0.5
47.7,49.0,48.8,8814,0.45,0.49
39.4,36.3,19.6,8815,0.47,0.48
68.5,33.7,34.4,8816,0.44,0.48
-46.2,57.3,95.9,8817,0.44,0.66
-14.8,24.7,84.6,8818,0.44,0.64
51.3,21.6,9.9,8819,0.44,0.48
87.9,20.2,-27.6,8820,0.45,0.69
-13.7,20.6,83.7,8821,0.44,0.72
22.1,31.1,74.4,8822,0.45,0.48
41.7,29.0,55.7,8823,0.59,0.48
62.5,16.5,-15.9,8824,0.44,0.48
58.6,15.5,13.4,8825,0.44,0.73
59.4,16.2,11.2,8826,0.44,0.49
-25.0,68.8,57.4,8827,0.45,0.48
52.2,38.7,1.2,8828,0.73,0.63
50.7,36.8,42.4,8829,0.45,0.48
64.4,28.2,31.1,8830,0.44,0.48
7.5,38.2,90.2,8831,0.61,0.48
64.6,27.1,25.3,8832,0.45,0.49
79.9,25.2,-2.4,8833,0.44,0.48
11.2,35.0,65.5,8834,0.44,0.48
87.2,39.6,3.4,8835,0.44,0.48
38.2,68.2,13.0,8836,0.45,0.49
63.2,20.0,3.8,8837,0.44,0.68
-44.5,56.4,94.1,8838,0.44,0.66
44.0,10.8,15.1,8839,0.44,0.71
-1.3,24.4,105.0,8840,0.44,0.64
4.0,49.2,85.4,8841,0.61,0.57
10.2,14.5,71.0,8842,0.44,0.5
-23.6,62.7,71.5,8843,0.44,0.58
0.1,12.0,71.3,8844,0.44,0.73
87.1,39.8,-0.9,8845,0.44,0.48
-16.8,30.4,116.6,8846,0.44,0.49
84.5,35.7,-20.4,8847,0.44,0.53
71.5,22.7,-24.0,8848,0.44,0.55
70.2,19.4,10.8,8849,0.44,0.6
64.5,56.6,15.3,8850,0.53,0.48
-7.4,19.7,100.7,8851,0.45,0.55
74.4,17.8,1.4,8852,0.44,0.7
86.7,-6.9,-36.9,8853,0.63,0.52
0.7,73.5,28.9,8854,0.45,0.49
13.9,40.8,73.4,8855,0.7,0.52
65.3,26.2,16.8,8856,0.44,0.59
59.8,45.3,17.5,8857,0.61,0.48
29.2,38.0,67.8,8858,0.45,0.5
62.9,27.3,27.6,8859,0.44,0.49
63.6,12.3,-1.0,8860,0.44,0.48
17.2,21.9,70.9,8861,0.45,0.5
23.0,35.0,63.6,8862,0.45,0.54
10.7,13.7,64.8,8863,0.44,0.68
59.8,25.3,25.9,8864,0.44,0.69
33.2,25.7,41.5,8865,0.44,0.48
-10.8,33.3,106.1,8866,0.44,0.49
46.3,23.8,41.4,8867,0.44,0.55
30.2,35.5,56.6,8868,0.45,0.59
11.3,12.0,45.7,8869,0.44,0.61
82.7,45.3,7.5,8870,0.47,0.48
-13.0,19.5,91.1,8871,0.44,0.67
68.5,51.0,7.8,8872,0.44,0.6
84.8,36.6,-3.1,8873,0.44,0.48
-0.1,20.3,90.1,8874,0.44,0.52
47.6,32.8,40.6,8875,0.44,0.48
62.3,24.0,-6.6,8876,0.44,0.5
8.7,31.7,94.0,8877,0.44,0.49
0.5,30.9,94.4,8878,0.44,0.64
46.5,8.2,2.0,8879,0.44,0.81
20.6,17.8,58.9,8880,0.44,0.66
-41.2,58.4,93.5,8881,0.44,0.66
19.2,34.8,75.3,8882,0.45,0.5
53.5,27.3,36.9,8883,0.44,0.48
-5.2,22.9,95.2,8884,0.44,0.48
26.9,28.1,74.2,8885,0.62,0.48
-3.1,94.2,-20.4,8886,0.44,0.49
95.5,40.2,-56.5,8887,0.5,0.49
1.2,17.4,78.3,8888,0.44,0.49
48.0,7.6,-2.3,8889,0.44,0.72
51.4,34.9,40.3,8890,0.44,0.48
33.2,25.7,58.2,8891,0.44,0.53
59.5,65.8,-13.0,8892,0.55,0.48
-35.8,51.3,139.6,8893,0.44,0.62
24.2,27.2,73.0,8894,0.69,0.5
90.5,42.3,6.9,8895,0.47,0.49
46.0,13.3,25.6,8896,0.44,0.48
80.9,22.4,-18.3,8897,0.44,0.58
35.8,18.1,32.4,8898,0.44,0.57
29.3,38.8,66.0,8899,0.45,0.48
-35.0,56.0,31.4,8900,0.44,0.48
31.7,25.4,46.9,8901,0.44,0.49
86.6,48.8,-7.8,8902,0.44,0.48
41.8,14.7,22.7,8903,0.44,0.5
-34.1,32.0,124.6,8904,0.44,0.5
-20.9,12.7,76.0,8905,0.44,0.69
-12.6,29.2,101.3,8906,0.44,0.48
41.2,33.4,56.2,8907,0.44,0.48
46.5,38.3,36.0,8908,0.44,0.66
90.5,2.1,-43.8,8909,0.45,0.83
22.1,11.3,52.1,8910,0.44,0.72
84.3,38.9,-4.5,8911,0.44,0.48
18.4,20.1,62.6,8912,0.44,0.69
40.8,20.4,27.9,8913,0.44,0.51
67.1,20.4,12.5,8914,0.44,0.52
70.2,23.5,7.8,8915,0.44,0.65
29.3,27.5,64.6,8916,0.44,0.5
62.3,16.8,18.7,8917,0.44,0.48
-7.9,25.6,108.6,8918,0.44,0.49
47.2,30.5,48.0,8919,0.44,0.48
13.0,20.5,67.9,8920,0.44,0.48
-4.7,45.5,88.4,8921,0.44,0.55
-14.6,18.2,95.9,8922,0.44,0.49
-6.7,13.5,89.8,8923,0.44,0.5
58.5,17.4,-15.5,8924,0.44,0.73
15.9,29.5,69.8,8925,0.45,0.49
92.1,-50.6,-49.0,8926,0.61,0.49
38.0,35.0,54.3,8927,0.44,0.5
78.8,42.3,3.1,8928,0.44,0.48
52.9,28.9,39.5,8929,0.44,0.5
113.0,-50.7,-44.9,8930,0.45,0.48
10.8,31.7,76.2,8931,0.45,0.53
67.4,14.4,-13.3,8932,0.44,0.73
101.7,-29.4,-39.7,8933,0.44,0.5
-22.8,13.4,95.3,8934,0.44,0.64
34.6,16.5,40.9,8935,0.44,0.48
28.3,10.8,24.3,8936,0.44,0.57
51.1,22.1,27.9,8937,0.44,0.49
79.7,24.6,6.2,8938,0.44,0.5
52.9,29.3,41.7,8939,0.44,0.48
31.2,23.6,65.6,8940,0.56,0.49
72.2,20.7,8.2,8941,0.44,0.51
60.4,25.5,31.3,8942,0.44,0.62
15.7,38.5,79.6,8943,0.54,0.48
29.9,37.9,64.8,8944,0.45,0.48
32.7,21.0,54.9,8945,0.44,0.49
27.6,28.3,57.1,8946,0.73,0.48
-33.7,27.3,123.5,8947,0.44,0.5
20.5,29.9,73.7,8948,0.44,0.48
54.4,18.1,28.2,8949,0.44,0.64
55.7,19.2,2.5,8950,0.44,0.48
-3.0,21.0,80.8,8951,0.44,0.49
4.9,14.6,74.8,8952,0.44,0.49
35.4,45.1,38.0,8953,0.44,0.48
-64.2,50.7,63.2,8954,0.44,0.67
105.5,-9.0,-73.7,8955,0.44,0.5
47.6,15.2,15.5,8956,0.44,0.5
86.2,27.4,-4.2,8957,0.44,0.53
12.9,73.4,53.8,8958,0.44,0.61
81.8,22.7,-13.6,8959,0.44,0.61
-0.9,30.5,84.6,8960,0.45,0.51
17.6,29.8,85.5,8961,0.59,0.48
-21.8,22.0,97.8,8962,0.44,0.67
-24.2,57.8,55.0,8963,0.44,0.48
32.8,24.4,59.1,8964,0.45,0.62
88.5,-43.0,-87.0,8965,0.62,0.7
49.5,44.2,43.3,8966,0.45,0.48
-18.7,11.1,73.2,8967,0.44,0.5
57.0,29.0,31.5,8968,0.5,0.48
2.4,22.8,73.8,8969,0.44,0.49
45.6,62.9,-14.9,8970,0.74,0.48
40.5,36.0,32.8,8971,0.46,0.48
61.0,14.6,-4.0,8972,0.44,0.5
25.4,22.1,68.0,8973,0.44,0.5
54.5,18.3,12.0,8974,0.44,0.69
29.5,34.0,73.0,8975,0.45,0.48
48.3,14.3,26.9,8976,0.44,0.5
-45.1,64.9,62.9,8977,0.44,0.66
35.3,32.8,64.8,8978,0.45,0.48
22.7,38.1,76.0,8979,0.45,0.48
17.0,25.6,68.7,8980,0.44,0.48
32.8,15.4,46.1,8981,0.44,0.48
65.9,14.6,1.7,8982,0.44,0.5
76.1,18.4,-3.2,8983,0.44,0.69
16.0,27.2,66.8,8984,0.44,0.48
65.1,35.9,27.1,8985,0.45,0.5
22.1,34.5,60.9,8986,0.63,0.5
36.2,28.1,52.1,8987,0.44,0.48
63.0,13.2,3.6,8988,0.44,0.61
56.1,25.0,40.1,8989,0.44,0.62
66.3,31.3,29.8,8990,0.45,0.48
28.8,27.1,70.2,8991,0.61,0.48
66.3,23.0,-11.4,8992,0.44,0.76
20.8,12.6,57.7,8993,0.44,0.64
66.2,16.3,12.7,8994,0.44,0.72
-20.7,71.8,46.6,8995,0.45,0.48
28.0,18.8,55.2,8996,0.44,0.49
70.5,21.9,10.8,8997,0.44,0.49
40.8,79.4,10.8,8998,0.44,0.48
-61.2,55.1,77.5,8999,0.44,0.54
1.3,25.5,95.9,9000,0.44,0.52
-7.0,30.3,69.4,9001,0.45,0.5
12.2,45.9,45.9,9002,0.44,0.49
-35.6,13.5,86.1,9003,0.44,0.51
17.1,28.9,84.3,9004,0.6,0.48
72.8,15.3,-3.0,9005,0.44,0.5
38.3,22.2,52.9,9006,0.49,0.67
59.0,34.1,34.3,9007,0.44,0.48
49.3,13.2,-8.8,9008,0.44,0.75
48.4,18.5,10.2,9009,0.44,0.48
28.6,24.6,59.0,9010,0.44,0.48
21.8,27.1,69.7,9011,0.45,0.5
27.8,38.3,72.7,9012,0.45,0.49
23.3,27.0,74.3,9013,0.63,0.48
16.8,32.2,82.0,9014,0.45,0.48
-28.5,36.2,129.0,9015,0.44,0.48
14.2,12.5,61.9,9016,0.44,0.48
1.8,39.1,98.9,9017,0.45,0.48
57.6,35.0,35.5,9018,0.46,0.48
10.8,32.2,90.9,9019,0.44,0.48
48.4,30.3,46.8,9020,0.44,0.5
87.5,25.8,-17.1,9021,0.44,0.61
75.5,17.1,-25.7,9022,0.44,0.68
37.3,28.2,37.2,9023,0.44,0.48
-4.5,20.6,93.6,9024,0.44,0.48
22.3,38.0,69.1,9025,0.45,0.48
62.5,12.6,-15.3,9026,0.44,0.76
50.4,21.9,35.3,9027,0.65,0.48
51.0,42.1,21.0,9028,0.74,0.48
16.7,15.8,66.9,9029,0.5,0.49
63.2,26.8,27.8,9030,0.44,0.51
90.7,27.4,-30.6,9031,0.45,0.71
-8.0,26.1,97.7,9032,0.44,0.5
76.9,42.3,19.8,9033,0.45,0.49
33.7,21.2,63.7,9034,0.44,0.48
9.5,23.5,70.5,9035,0.44,0.48
7.4,24.6,67.7,9036,0.45,0.49
53.6,9.7,-5.0,9037,0.44,0.79
77.6,19.7,-18.3,9038,0.44,0.78
25.9,31.3,76.4,9039,0.49,0.48
37.7,25.3,60.5,9040,0.61,0.49
19.3,29.6,78.2,9041,0.6,0.49
69.3,66.6,-6.3,9042,0.57,0.48
-67.9,52.7,72.3,9043,0.44,0.67
77.7,32.8,11.2,9044,0.44,0.48
31.3,22.9,57.7,9045,0.44,0.48
11.2,26.4,66.4,9046,0.44,0.5
53.1,34.1,37.6,9047,0.44,0.48
47.7,11.0,5.3,9048,0.44,0.69
3.1,30.9,83.4,9049,0.44,0.49
30.7,22.7,61.3,9050,0.44,0.48
-12.8,55.7,100.7,9051,0.68,0.56
-23.1,12.8,88.5,9052,0.44,0.48
63.3,19.8,20.5,9053,0.44,0.51
7.5,29.9,86.4,9054,0.45,0.62
79.4,31.4,-7.8,9055,0.44,0.78
-18.4,16.5,91.5,9056,0.44,0.65
73.3,28.9,18.4,9057,0.73,0.48
-13.7,28.0,105.8,9058,0.44,0.48
28.3,23.6,56.7,9059,0.44,0.48
-4.7,27.7,102.6,9060,0.44,0.49
45.1,36.4,25.2,9061,0.7,0.48
82.2,22.5,-19.8,9062,0.44,0.58
100.5,-54.0,-70.4,9063,0.44,0.49
49.9,18.3,26.0,9064,0.44,0.75
41.8,15.1,23.0,9065,0.44,0.71
38.9,27.7,52.2,9066,0.44,0.48
50.2,23.4,24.2,9067,0.44,0.48
56.5,35.0,36.4,9068,0.52,0.49
109.7,-6.7,-59.2,9069,0.44,0.81
41.2,35.2,52.2,9070,0.44,0.48
12.5,23.5,64.0,9071,0.44,0.49
69.8,50.8,-0.8,9072,0.69,0.48
61.4,20.7,16.4,9073,0.44,0.5
-20.4,27.0,107.7,9074,0.44,0.48
-15.8,23.8,103.9,9075,0.44,0.48
65.1,17.6,0.1,9076,0.44,0.48
83.2,33.5,3.7,9077,0.44,0.48
71.6,21.9,0.7,9078,0.44,0.52
-75.0,32.4,28.0,9079,0.44,0.81
35.1,19.9,61.4,9080,0.57,0.48
31.1,26.3,67.2,9081,0.61,0.5
34.4,16.8,31.5,9082,0.44,0.48
52.4,20.2,33.5,9083,0.44,0.51
49.4,31.4,37.5,9084,0.44,0.48
83.3,35.9,3.3,9085,0.44,0.48
87.4,24.1,-48.7,9086,0.46,0.49
9.5,38.7,97.6,9087,0.56,0.5
17.2,20.4,55.6,9088,0.45,0.48
2.1,59.5,73.9,9089,0.44,0.48
90.5,-24.5,-69.0,9090,0.45,0.48
-15.6,24.6,92.7,9091,0.44,0.67
45.5,29.9,35.8,9092,0.44,0.52
24.1,33.1,69.0,9093,0.45,0.62
0.1,28.0,78.6,9094,0.45,0.48
-16.5,34.7,108.0,9095,0.7,0.48
87.0,31.0,-3.5,9096,0.44,0.5
-6.3,9.7,51.6,9097,0.45,0.82
56.1,14.7,31.8,9098,0.44,0.67
42.1,24.4,34.4,9099,0.44,0.61
19.2,18.2,55.8,9100,0.44,0.73
84.5,19.6,-25.5,9101,0.46,0.7
85.5,37.3,2.3,9102,0.44,0.48
39.5,15.1,35.7,9103,0.44,0.49
75.3,24.4,-4.6,9104,0.44,0.69
39.6,24.8,61.5,9105,0.49,0.48
35.9,7.6,21.5,9106,0.44,0.6
-19.3,14.5,77.9,9107,0.44,0.49
-33.4,39.1,82.7,9108,0.44,0.48
55.8,30.0,13.4,9109,0.44,0.48
73.6,23.0,10.6,9110,0.44,0.48
32.7,88.7,26.7,9111,0.44,0.6
44.5,19.7,28.8,9112,0.44,0.5
43.9,28.8,32.1,9113,0.44,0.48
-51.1,56.1,93.2,9114,0.44,0.65
16.2,14.0,58.5,9115,0.44,0.48
51.0,27.0,41.8,9116,0.44,0.49
36.0,16.8,35.1,9117,0.44,0.75
51.6,33.6,43.1,9118,0.44,0.51
24.2,107.6,5.7,9119,0.44,0.48
7.7,30.1,67.9,9120,0.44,0.48
34.2,27.4,62.2,9121,0.44,0.49
3.0,27.2,89.9,9122,0.44,0.48
91.6,25.1,-19.1,9123,0.45,0.59
17.1,32.0,87.4,9124,0.57,0.49
63.7,9.3,-18.9,9125,0.44,0.72
-14.9,35.3,107.6,9126,0.69,0.48
-13.6,40.0,105.4,9127,0.68,0.48
22.3,32.8,65.1,9128,0.45,0.58
57.1,31.6,44.0,9129,0.44,0.48
45.1,18.4,29.1,9130,0.44,0.49
75.2,19.0,7.5,9131,0.44,0.49
40.2,16.6,28.2,9132,0.44,0.58
37.8,23.5,29.6,9133,0.44,0.48
64.8,18.8,2.8,9134,0.44,0.75
-65.7,5.8,99.1,9135,0.44,0.5
104.6,37.4,-62.8,9136,0.47,0.49
81.6,24.8,-0.3,9137,0.44,0.51
116.4,-48.2,-38.3,9138,0.44,0.5
35.2,21.5,55.8,9139,0.44,0.64
79.7,32.2,3.7,9140,0.44,0.56
93.1,42.0,-2.2,9141,0.47,0.52
35.1,31.3,53.0,9142,0.44,0.48
81.6,25.1,3.4,9143,0.44,0.48
63.2,33.2,32.0,9144,0.44,0.48
22.3,16.5,56.4,9145,0.44,0.5
17.2,28.7,67.0,9146,0.44,0.49
26.4,33.2,84.4,9147,0.44,0.55
4.1,30.1,81.2,9148,0.45,0.49
28.3,41.8,44.3,9149,0.46,0.48
41.1,110.5,-0.4,9150,0.46,0.66
87.8,27.1,-22.1,9151,0.44,0.66
63.5,29.8,23.8,9152,0.44,0.48
81.3,63.9,-12.2,9153,0.69,0.48
70.3,22.6,3.3,9154,0.44,0.57
76.0,19.0,1.9,9155,0.65,0.66
31.7,22.3,46.3,9156,0.44,0.48
74.8,23.1,9.2,9157,0.66,0.48
-4.5,30.7,92.6,9158,0.44,0.48
86.1,24.8,-5.6,9159,0.44,0.49
74.4,19.2,4.2,9160,0.44,0.68
50.3,28.6,23.3,9161,0.44,0.49
3.7,27.5,95.5,9162,0.44,0.49
66.1,11.6,-5.9,9163,0.44,0.81
54.2,39.1,38.9,9164,0.44,0.48
49.0,39.5,19.2,9165,0.44,0.48
20.8,31.6,73.8,9166,0.45,0.48
76.4,38.5,11.2,9167,0.66,0.48
82.3,23.0,-18.0,9168,0.44,0.74
38.5,38.0,36.0,9169,0.44,0.48
28.3,31.0,72.5,9170,0.45,0.48
84.4,34.3,-11.6,9171,0.44,0.65
-4.7,24.7,98.8,9172,0.44,0.5
47.7,24.1,30.5,9173,0.44,0.48
3.5,12.2,35.5,9174,0.44,0.77
36.5,23.5,36.8,9175,0.44,0.72
65.8,26.2,18.9,9176,0.44,0.48
37.8,20.1,46.0,9177,0.44,0.52
46.7,19.9,10.4,9178,0.44,0.48
46.1,17.1,20.1,9179,0.44,0.68
20.3,16.3,59.0,9180,0.44,0.69
34.6,18.5,43.6,9181,0.44,0.5
22.9,26.0,54.3,9182,0.44,0.48
39.7,89.4,-10.4,9183,0.44,0.49
47.7,46.2,22.1,9184,0.44,0.49
4.1,12.5,77.3,9185,0.44,0.65
-75.8,44.2,100.8,9186,0.44,0.66
45.0,12.5,15.7,9187,0.44,0.5
53.5,12.3,-1.1,9188,0.44,0.81
68.1,9.0,-4.0,9189,0.44,0.55
4.2,39.0,102.2,9190,0.44,0.49
8.7,28.6,61.2,9191,0.45,0.48
33.4,28.5,61.5,9192,0.45,0.48
51.5,16.0,24.4,9193,0.44,0.52
-18.7,54.6,73.5,9194,0.44,0.49
0.9,31.6,68.2,9195,0.69,0.48
27.7,16.7,28.6,9196,0.44,0.68
26.1,42.6,66.0,9197,0.44,0.53
-12.1,16.8,86.7,9198,0.44,0.79
11.6,32.2,95.5,9199,0.45,0.48
36.4,24.8,57.3,9200,0.44,0.48
-12.5,14.7,75.1,9201,0.44,0.48
56.5,19.3,17.1,9202,0.44,0.5
34.7,16.2,44.8,9203,0.44,0.48
11.2,26.6,80.2,9204,0.44,0.5
-52.0,42.8,122.6,9205,0.45,0.62
58.0,33.6,5.1,9206,0.44,0.48
54.2,24.0,39.5,9207,0.45,0.48
-32.1,22.6,94.4,9208,0.44,0.49
33.0,21.5,40.2,9209,0.44,0.49
53.3,20.2,28.6,9210,0.44,0.5
102.0,28.9,-53.9,9211,0.63,0.66
3.2,23.9,72.2,9212,0.44,0.62
54.3,25.5,34.1,9213,0.44,0.68
41.2,22.7,33.6,9214,0.44,0.48
10.0,12.8,75.9,9215,0.44,0.48
83.4,13.8,-25.2,9216,0.44,0.65
76.9,33.8,3.8,9217,0.45,0.51
17.9,36.4,77.2,9218,0.44,0.52
60.5,54.9,0.7,9219,0.48,0.48
36.2,13.1,39.6,9220,0.44,0.48
-74.9,57.5,85.1,9221,0.44,0.48
27.1,16.7,42.9,9222,0.44,0.49
8.6,15.3,72.7,9223,0.44,0.49
50.3,38.8,26.8,9224,0.44,0.48
58.4,23.7,11.8,9225,0.44,0.48
36.0,20.9,24.4,9226,0.44,0.61
4.2,37.8,103.4,9227,0.44,0.48
73.1,22.5,2.3,9228,0.44,0.53
6.7,90.1,45.3,9229,0.45,0.61
34.8,28.8,48.8,9230,0.44,0.49
21.6,17.9,56.1,9231,0.44,0.5
5.1,30.8,89.5,9232,0.59,0.48
88.5,22.6,-35.8,9233,0.45,0.61
